序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
138,301119,正强股份,38.34,6.53,2.35,32810.0,125890774.75,8.89,39.7,36.5,36.5,35.99,2.81,3.9,26.28,3.75,3987360000.0,3224777400.0,0.13,0.21,33.64,24.04
139,870357,雅葆轩,22.05,6.52,1.35,12519.0,27231660.05,6.96,22.24,20.8,21.18,20.7,1.6,2.81,36.58,4.53,1765764000.0,981546930.0,0.23,0.32,5.91,17.6
140,601579,会稽山,14.93,6.49,0.91,247418.0,364553592.0,11.55,15.42,13.8,13.8,14.02,2.36,5.16,19.09,1.88,7158388696.0,7158388696.0,-1.06,-1.45,46.37,34.99
141,688722,同益中,19.56,6.48,1.19,62006.0,118330208.0,7.13,19.62,18.31,18.31,18.37,1.23,2.77,25.31,3.17,4394480652.0,4383497712.0,0.36,0.57,52.22,53.41
142,688400,凌云光,26.81,6.47,1.63,100022.0,265564967.0,6.31,27.3,25.71,25.86,25.18,2.38,4.22,206.19,3.15,12358786212.0,6356446440.0,0.04,0.26,1.55,22.31
143,002430,杭氧股份,20.31,6.45,1.23,130666.0,262102598.73,6.29,20.39,19.19,19.4,19.08,5.29,1.35,22.1,2.13,19984150422.0,19704565095.0,-0.39,0.0,-2.12,-6.83
144,830896,旺成科技,17.92,6.41,1.08,20963.0,37904705.94,9.98,18.78,17.1,17.28,16.84,1.98,4.72,32.96,4.24,1813938381.0,795680435.0,0.0,0.22,3.76,27.09
145,301356,天振股份,15.25,6.35,0.91,22074.0,33535336.4,5.16,15.69,14.95,14.98,14.34,4.21,4.03,29.98,1.11,3294000000.0,835852500.0,-0.13,0.46,-10.35,-3.24
146,001211,双枪科技,22.15,6.34,1.32,15833.0,34178951.0,7.3,22.18,20.66,20.8,20.83,2.26,2.36,42.85,1.81,1594800000.0,1483974136.0,0.32,0.18,-1.12,14.18
147,300918,南山智尚,19.88,6.31,1.18,253123.0,491070457.99,8.34,19.98,18.42,18.6,18.7,1.45,5.82,57.92,3.16,8641952417.0,8641952417.0,0.91,1.48,93.57,95.67
148,000553,安道麦A,6.08,6.29,0.36,125523.0,76218045.0,5.07,6.16,5.87,6.03,5.72,5.1,0.58,23.43,0.74,14165255537.0,13236597523.0,-0.16,-0.16,6.11,-8.98
149,002821,凯莱英,82.14,6.22,4.81,82045.0,666199976.34,9.27,83.49,76.32,76.33,77.33,2.11,2.55,22.67,1.72,29619306156.0,26396413311.0,-0.22,-0.8,9.9,7.95
150,300403,汉宇集团,16.05,6.22,0.94,416212.0,657710751.46,8.41,16.3,15.03,15.38,15.11,1.61,9.84,43.54,4.77,9678150000.0,6788179200.0,0.88,1.07,18.36,62.12
151,301335,天元宠物,25.99,6.17,1.51,101166.0,252808183.44,10.29,26.3,23.78,24.28,24.48,2.29,20.28,49.26,1.74,3274740000.0,1296251354.0,0.04,0.15,13.69,15.51
152,832419,路斯股份,21.69,6.17,1.26,61401.0,126685472.37,11.55,21.96,19.6,20.6,20.43,1.38,6.56,33.93,3.94,2240715816.0,2030195908.0,0.65,-0.6,42.6,48.56
153,002860,星帅尔,11.05,6.15,0.64,151114.0,164462031.48,6.53,11.11,10.43,10.43,10.41,2.31,4.32,27.92,1.86,4011630432.0,3863550807.0,0.27,0.36,12.76,12.64
154,603270,金帝股份,24.02,6.14,1.39,64752.0,154450198.0,5.88,24.28,22.95,23.4,22.63,2.51,9.16,34.02,2.4,5262942141.0,1698614341.0,0.08,0.08,13.84,23.81
155,300462,华铭智能,9.07,6.08,0.52,69058.0,61545299.12,8.65,9.18,8.44,8.55,8.55,2.83,5.05,-91.2,1.15,1643682978.0,1240181126.0,0.55,0.89,-4.73,1.68
156,300647,超频三,5.24,6.07,0.3,166314.0,85921293.0,4.86,5.25,5.01,5.01,4.94,3.27,3.64,117.87,4.16,2396362166.0,2392804829.0,0.19,-0.19,-13.96,-14.8
157,688711,宏微科技,15.52,6.01,0.88,38551.0,59492801.0,5.87,15.76,14.9,14.95,14.64,3.2,1.81,762.21,3.19,3303962551.0,3303962551.0,0.0,-0.06,-6.39,-10.19
158,600230,沧州大化,10.63,5.98,0.6,90089.0,94313073.0,7.18,10.72,10.0,10.03,10.03,4.47,2.18,158.64,1.1,4400405589.0,4400405589.0,0.0,0.0,-1.85,-0.84
159,301413,安培龙,95.06,5.95,5.34,18256.0,169917328.0,6.62,95.07,89.13,91.25,89.72,1.58,3.47,114.8,7.63,9354092694.0,5006359901.0,0.72,0.76,19.6,77.65
160,002765,蓝黛科技,14.98,5.94,0.84,433423.0,634996254.8,7.64,15.11,14.03,14.26,14.14,1.62,7.27,46.82,3.88,9768878788.0,8926743260.0,0.0,1.77,47.73,75.2
161,300713,英可瑞,14.32,5.92,0.8,67310.0,96354761.75,3.99,14.54,14.0,14.1,13.52,3.02,7.73,-60.75,4.17,2272881999.0,1246458524.0,0.21,0.21,-5.04,-9.19
162,300740,水羊股份,12.34,5.92,0.69,82046.0,100067205.64,4.89,12.42,11.85,11.85,11.65,1.96,2.3,28.6,2.35,4792097411.0,4409702159.0,0.0,-0.32,5.47,-6.66
163,301286,侨源股份,25.63,5.91,1.43,11971.0,30442090.0,3.51,25.85,25.0,25.3,24.2,2.51,3.02,46.25,5.67,10254563000.0,1016460170.0,0.35,0.47,-23.4,-27.68
164,301279,金道科技,23.92,5.89,1.33,23520.0,55756638.88,6.37,24.35,22.91,22.99,22.59,2.32,8.18,40.79,1.8,2392000000.0,687700000.0,0.0,0.25,10.89,18.47
165,002929,润建股份,49.1,5.89,2.73,128765.0,629358734.4,8.13,50.3,46.53,46.83,46.37,1.92,6.12,56.57,2.25,13948479424.0,10338532481.0,0.08,0.12,46.17,46.04
166,600499,科达制造,8.99,5.89,0.5,281483.0,251960818.0,5.89,9.08,8.58,8.74,8.49,4.15,1.47,12.43,1.46,17241528955.0,17241528955.0,-0.11,0.0,9.37,15.26
167,002414,高德红外,7.99,5.83,0.44,454396.0,357551845.57,4.5,8.0,7.66,7.79,7.55,3.85,1.34,102.11,5.32,34123181503.0,27154913324.0,0.0,0.38,20.51,7.54
168,600480,凌云股份,17.06,5.83,0.94,259732.0,433780262.0,8.62,17.2,15.81,16.3,16.12,2.03,2.8,18.64,2.06,16041130567.0,15797237395.0,-0.12,0.12,26.46,57.82
169,300328,宜安科技,9.83,5.81,0.54,362107.0,350077885.6,8.83,9.95,9.13,9.25,9.29,1.63,5.28,-278.11,6.25,6786863988.0,6746997194.0,-0.2,0.1,22.88,33.56
170,600476,湘邮科技,15.32,5.8,0.84,58713.0,88959959.0,4.97,15.46,14.74,14.85,14.48,2.51,3.65,111.09,16.79,2467592400.0,2467592400.0,0.13,0.26,3.65,2.47
171,301580,爱迪特,51.15,5.79,2.8,12591.0,64256127.88,3.14,51.82,50.3,50.5,48.35,3.05,6.62,31.13,1.93,3893411506.0,973352889.0,0.02,0.02,-7.2,-11.96
172,831641,格利尔,13.88,5.79,0.76,7990.0,10986366.64,7.39,14.07,13.1,13.38,13.12,1.68,1.79,-105.62,3.08,1073132200.0,619843949.0,0.0,0.0,12.75,13.86
173,605259,绿田机械,16.72,5.69,0.9,30719.0,50794615.0,6.13,16.87,15.9,16.03,15.82,2.99,1.78,15.5,1.7,2883865600.0,2883865600.0,0.0,-0.06,7.04,10.36
174,300170,汉得信息,19.5,5.69,1.05,985793.0,1871242638.19,7.26,19.55,18.21,18.41,18.45,1.77,10.4,136.17,3.71,19204491365.0,18478415807.0,0.46,0.21,-0.31,57.26
175,603108,润达医疗,17.29,5.68,0.93,227596.0,387146271.0,7.82,17.49,16.21,16.44,16.36,2.17,3.77,-37.67,2.46,10437115848.0,10437115848.0,-0.29,0.06,6.93,8.54
176,836942,恒立钻具,17.71,5.67,0.95,16578.0,29409291.73,6.86,18.2,17.05,17.05,16.76,2.7,4.02,21.53,2.17,1086102941.0,730582023.0,0.0,0.0,30.51,28.43
177,603686,福龙马,12.15,5.65,0.65,304350.0,368609453.0,6.0,12.35,11.66,11.7,11.5,2.65,7.33,19.88,1.48,5047479409.0,5047479409.0,0.0,0.0,8.1,16.83
178,300640,德艺文创,5.61,5.65,0.3,212812.0,121769999.76,15.44,6.12,5.3,5.3,5.31,4.26,9.64,111.03,2.16,1744673125.0,1238402619.0,-0.18,-0.18,-4.75,-0.53
179,300029,*ST天龙,4.68,5.64,0.25,20712.0,9516284.0,7.9,4.74,4.39,4.45,4.43,1.28,1.03,-37.41,-101.7,938370420.0,937685970.0,-0.21,0.0,5.17,-6.21
180,688125,安达智能,32.59,5.64,1.74,7386.0,23608652.0,6.45,32.64,30.65,30.88,30.85,2.13,3.38,-32.92,1.41,2657251070.0,711377127.0,0.12,0.15,-25.93,-16.59
181,688178,万德斯,21.37,5.64,1.14,23546.0,50511293.0,10.13,22.07,20.02,20.22,20.23,2.82,2.77,-26.67,1.75,1819327812.0,1816403926.0,0.0,-0.23,58.3,71.1
182,300876,蒙泰高新,22.48,5.64,1.2,8548.0,18904298.0,5.83,22.55,21.31,21.5,21.28,1.31,1.25,-48.7,2.97,2158131299.0,1537346099.0,0.13,0.18,-10.44,-17.96
183,301213,观想科技,44.43,5.63,2.37,14788.0,65120825.4,4.61,44.99,43.05,44.03,42.06,4.47,2.86,783.25,4.53,3554399956.0,2297521907.0,-0.11,-0.07,-0.8,3.01
184,002705,新宝股份,13.73,5.62,0.73,94098.0,127914569.11,4.62,13.95,13.35,13.39,13.0,3.05,1.16,11.29,1.33,11147054459.0,11096056063.0,-0.07,-0.07,-11.7,-8.47
185,603823,百合花,10.53,5.62,0.56,99465.0,104043333.0,4.91,10.65,10.16,10.16,9.97,2.26,2.42,23.94,1.82,4384351923.0,4328161737.0,0.0,-0.09,12.38,13.23
186,002669,康达新材,9.97,5.61,0.53,63090.0,61761906.16,5.72,9.97,9.43,9.43,9.44,2.8,2.09,118.68,1.11,3024898000.0,3009926550.0,1.63,1.63,2.68,3.53
187,600998,九州通,5.27,5.61,0.28,621571.0,322550390.0,5.21,5.29,5.03,5.08,4.99,5.25,1.23,6.85,1.0,26573818133.0,26573818133.0,-0.38,-0.19,7.11,2.93
188,002615,哈尔斯,7.36,5.6,0.39,303243.0,225154440.28,11.33,7.67,6.88,6.92,6.97,7.65,9.91,20.7,2.0,3431730508.0,2252514804.0,0.0,-0.41,-9.36,-6.24
189,300945,曼卡龙,14.89,5.6,0.79,323408.0,472186125.26,8.37,15.11,13.93,14.21,14.1,2.68,13.57,22.68,2.35,3902246556.0,3548778325.0,-0.33,-0.6,28.58,29.59
190,002932,明德生物,18.5,5.59,0.98,33093.0,60224574.6,7.31,18.68,17.4,17.46,17.52,2.76,2.12,57.72,0.74,4301637705.0,2887575479.0,-0.05,-0.16,4.34,0.54
191,301338,凯格精机,35.35,5.59,1.87,32968.0,115434874.4,5.02,35.68,34.0,34.84,33.48,3.42,9.61,28.31,2.51,3761240000.0,1212505000.0,-0.17,-0.06,9.48,13.3
192,301260,格力博,13.99,5.58,0.74,52046.0,71493146.15,7.7,14.2,13.18,13.57,13.25,4.17,2.45,9.64,1.45,6859187514.0,2969669471.0,-0.07,0.21,0.29,5.58
193,300460,惠伦晶体,8.17,5.56,0.43,199905.0,159390748.51,10.59,8.33,7.51,7.61,7.74,3.04,7.12,-38.67,3.7,2294170731.0,2294170731.0,0.0,0.0,-29.02,-32.7
194,300005,探路者,8.56,5.55,0.45,552537.0,469083152.0,7.64,8.71,8.09,8.13,8.11,1.66,6.26,38.34,3.58,7564490712.0,7561170288.0,0.0,0.0,25.33,22.11
195,600858,银座股份,5.52,5.54,0.29,213320.0,115360461.0,7.84,5.65,5.24,5.24,5.23,1.91,4.12,9.93,1.06,2870767571.0,2856865120.0,2.79,2.79,-4.99,-0.54
196,603004,鼎龙科技,20.08,5.52,1.05,62260.0,125039595.0,9.04,20.91,19.19,19.19,19.03,2.72,10.57,32.87,2.33,4729241600.0,1182310400.0,0.3,0.3,-5.06,-2.57
197,300491,通合科技,16.45,5.52,0.86,103174.0,166473931.72,9.81,16.73,15.2,15.2,15.59,4.81,6.65,-110.2,2.52,2874441729.0,2550616997.0,0.49,0.86,-8.86,3.33
198,603150,万朗磁塑,30.47,5.51,1.59,20033.0,60270152.0,5.92,30.59,28.88,28.88,28.88,2.68,3.74,17.33,1.6,2604667010.0,1630644099.0,0.03,0.16,13.31,14.94
199,839790,联迪信息,36.36,5.51,1.9,14347.0,51443786.09,5.6,36.53,34.6,35.06,34.46,1.31,2.64,87.54,8.51,2871240847.0,1976128113.0,0.78,0.86,-1.52,6.63
200,000887,中鼎股份,17.54,5.47,0.91,512864.0,886921862.89,5.65,17.72,16.78,16.85,16.63,2.1,3.9,14.34,1.72,23091230162.0,23054060464.0,0.17,0.8,18.67,33.69
201,002434,万里扬,7.13,5.47,0.37,267121.0,189736454.53,5.03,7.23,6.89,6.95,6.76,2.62,2.04,21.71,1.6,9358838000.0,9349861687.0,-0.14,0.0,10.54,15.0
202,000571,新大洲A,4.24,5.47,0.22,214246.0,90401021.06,6.72,4.29,4.02,4.05,4.02,3.01,2.63,-32.0,15.68,3557906960.0,3451340708.0,0.0,-0.24,25.07,20.8
203,002324,普利特,10.47,5.44,0.54,207950.0,215197022.8,6.55,10.53,9.88,9.88,9.93,3.06,2.68,26.74,2.63,11658850575.0,8127609322.0,-0.29,-0.29,10.79,9.86
204,600610,中毅达,10.46,5.44,0.54,868290.0,903093617.0,7.76,10.76,9.99,10.0,9.92,1.75,12.25,203.57,138.33,11205532368.0,7413281334.0,-0.19,-0.48,157.64,147.28
205,300785,值得买,33.22,5.43,1.71,76896.0,254708449.87,4.57,33.79,32.35,32.89,31.51,2.19,6.29,-192.15,3.48,6605971172.0,4060794695.0,-0.09,0.12,-10.96,-0.84
206,301255,通力科技,39.43,5.43,2.03,29040.0,114172572.0,8.18,40.4,37.34,38.0,37.4,1.89,10.68,100.86,4.09,4289984000.0,1072496000.0,-0.13,0.25,14.76,19.85
207,301518,长华化学,22.13,5.43,1.14,133248.0,288138432.0,10.96,22.73,20.43,20.74,20.99,2.56,24.93,41.48,2.16,3102143655.0,1182964196.0,0.59,0.09,33.8,37.71
208,688029,南微医学,60.08,5.42,3.09,22808.0,135743771.0,3.51,60.3,58.3,58.7,56.99,3.18,1.21,17.53,2.83,11285873114.0,11285873114.0,0.47,0.47,-13.8,-11.11
209,301239,普瑞眼科,43.21,5.42,2.22,27381.0,117717731.36,5.56,43.87,41.59,42.42,40.99,2.43,3.87,59.25,3.03,6465039064.0,3058812696.0,-0.18,-0.32,3.08,-7.87
210,605108,同庆楼,21.43,5.41,1.1,48923.0,104379236.0,9.59,21.95,20.0,20.26,20.33,2.53,1.88,26.88,2.44,5571800000.0,5571800000.0,-0.09,-0.09,-3.34,-12.57
211,300249,依米康,13.06,5.41,0.67,298072.0,389675458.0,7.51,13.33,12.4,12.4,12.39,2.97,7.98,204.31,17.83,5752773202.0,4879175841.0,0.0,0.08,-2.32,2.19
212,601126,四方股份,16.95,5.41,0.87,322260.0,548918121.0,3.36,17.28,16.74,16.88,16.08,7.53,3.94,14.62,2.92,14123892600.0,13879570215.0,0.36,0.36,3.29,-0.06
213,002849,威星智能,16.95,5.41,0.87,51733.0,87348445.5,8.08,17.19,15.89,15.98,16.08,1.55,2.72,34.51,2.81,3739746571.0,3218897293.0,-0.06,0.06,10.42,-4.88
214,688259,创耀科技,40.12,5.38,2.05,27493.0,108964050.0,8.38,40.8,37.61,37.91,38.07,1.3,2.46,94.99,2.95,4481404000.0,4481404000.0,-0.05,0.27,9.44,14.76
215,300606,金太阳,16.55,5.35,0.84,27907.0,46104674.0,8.47,17.37,16.04,16.04,15.71,2.77,2.34,61.36,3.41,2318936350.0,1974852499.0,0.24,0.18,-11.26,-13.76
216,600839,四川长虹,10.43,5.35,0.53,2545207.0,2651491716.0,11.52,10.89,9.75,9.81,9.9,3.52,5.52,34.84,3.21,48147427235.0,48134018521.0,0.1,0.29,16.02,8.08
217,300656,民德电子,23.03,5.35,1.17,50121.0,116470248.94,3.75,23.7,22.88,23.41,21.86,3.01,3.77,29.44,3.85,3941010408.0,3060638453.0,0.09,0.13,-0.39,-7.44
218,301380,挖金客,45.29,5.35,2.3,28212.0,126834116.0,7.63,46.18,42.9,43.0,42.99,2.94,9.36,46.38,4.26,3166940207.0,1365805865.0,-0.07,-0.13,-11.25,-8.65
219,000608,*ST阳光,1.58,5.33,0.08,119349.0,18775646.1,3.33,1.58,1.53,1.53,1.5,0.53,1.6,-18.26,0.52,1184863028.0,1176720182.0,0.0,0.0,-24.04,-29.78
220,300816,艾可蓝,28.87,5.33,1.46,38642.0,111374242.0,8.61,29.77,27.41,27.41,27.41,3.49,8.47,31.14,2.72,2309600000.0,1316372312.0,-0.14,0.07,19.45,12.82
221,002724,海洋王,5.94,5.32,0.3,243657.0,143033345.97,4.08,5.95,5.72,5.76,5.64,1.61,4.26,104.38,1.72,4582698084.0,3396287759.0,0.17,0.17,22.73,11.65
222,300777,中简科技,35.71,5.31,1.8,115737.0,405295405.31,6.34,35.85,33.7,33.86,33.91,2.28,2.73,34.64,3.51,15701956146.0,15131854817.0,-0.08,0.03,23.61,26.23
223,688345,博力威,19.71,5.29,0.99,13265.0,26140711.0,8.39,20.2,18.63,18.63,18.72,2.55,1.33,39.0,1.84,1971000000.0,1971000000.0,0.05,0.05,9.93,8.48
224,600589,大位科技,7.37,5.29,0.37,2820916.0,2048956347.0,6.0,7.44,7.02,7.1,7.0,2.7,19.08,53.36,15.2,10896323089.0,10896323089.0,0.0,-0.27,105.29,60.92
225,600936,广西广电,3.6,5.26,0.18,316066.0,115645231.0,10.23,3.76,3.41,3.41,3.42,6.61,1.89,-7.59,13.26,6015694460.0,6015694460.0,0.0,0.0,18.81,25.0
226,605088,冠盛股份,33.89,5.25,1.69,55929.0,188344388.0,6.15,34.4,32.42,32.86,32.2,1.92,3.14,18.48,2.51,6207215266.0,6031665066.0,0.03,0.59,27.6,35.13
227,601019,山东出版,9.82,5.25,0.49,256149.0,248727737.0,5.68,9.86,9.33,9.4,9.33,2.29,1.23,16.14,1.37,20493358000.0,20493358000.0,0.1,0.0,-9.99,-13.48
228,301368,丰立智能,69.6,5.25,3.47,50339.0,344671491.0,6.38,69.77,65.55,66.6,66.13,1.33,7.85,711.12,8.53,8358960000.0,4462852224.0,0.1,0.52,12.35,50.81
229,300689,澄天伟业,32.01,5.23,1.59,11638.0,36606276.8,6.51,32.19,30.21,31.97,30.42,2.27,1.15,174.59,5.42,3700356000.0,3238553300.0,-0.16,0.03,24.55,25.43
230,603259,药明康德,61.12,5.22,3.03,488243.0,2953221195.0,4.05,61.58,59.23,59.5,58.09,2.56,1.95,12.02,2.83,176514106612.0,152856012324.0,0.03,0.13,9.42,11.05
231,300860,锋尚文化,26.03,5.21,1.29,39386.0,101280861.42,9.78,26.88,24.46,24.47,24.74,1.54,3.52,-944.8,1.56,4969942858.0,2912692680.0,-0.61,-0.27,-6.03,-6.47
232,605305,中际联合,26.14,5.19,1.29,38829.0,101145044.0,2.49,26.32,25.7,25.7,24.85,2.06,1.83,14.09,2.07,5555272800.0,5555272800.0,0.0,-0.04,-7.67,-7.73
233,300119,瑞普生物,19.89,5.18,0.98,90839.0,177301537.0,6.13,20.0,18.84,18.84,18.91,1.55,2.71,19.97,2.03,9265714850.0,6662400565.0,-0.1,-0.5,11.68,8.27
234,002015,协鑫能科,7.32,5.17,0.36,285351.0,207811383.4,3.74,7.38,7.12,7.15,6.96,4.16,1.76,11.71,0.99,11882736174.0,11882736174.0,-0.14,0.0,0.0,-5.67
235,600704,物产中大,5.09,5.17,0.25,707936.0,356620400.0,4.13,5.12,4.92,4.93,4.84,4.12,1.37,6.72,0.64,26430139511.0,26232343384.0,0.0,-0.2,7.38,0.59
236,601188,龙江交通,3.89,5.14,0.19,1180181.0,463989898.0,9.73,4.07,3.71,3.75,3.7,2.11,8.97,20.32,1.1,5118767641.0,5118767641.0,-0.26,-0.26,15.43,8.06
237,300271,华宇软件,7.59,5.12,0.37,227137.0,171001976.0,9.14,7.79,7.13,7.19,7.22,1.75,2.85,-33.93,1.64,6162022508.0,6051070605.0,0.0,0.0,9.68,8.12
238,603916,苏博特,7.8,5.12,0.38,88182.0,68553038.0,7.82,7.99,7.41,7.45,7.42,4.26,2.1,34.68,0.81,3374390128.0,3278450128.0,0.0,0.13,5.98,4.56
239,301008,宏昌科技,23.01,5.12,1.12,29731.0,67544795.56,8.22,23.4,21.6,21.91,21.89,1.59,3.05,54.3,2.35,2590622774.0,2242711574.0,-0.17,-0.13,18.12,22.2
240,300107,建新股份,7.82,5.11,0.38,177694.0,141227485.0,13.04,8.38,7.41,7.41,7.44,3.31,5.12,683.06,2.92,4399393336.0,2714972593.0,0.0,0.26,-10.93,-17.16
241,002418,康盛股份,3.29,5.11,0.16,980795.0,313681920.12,14.06,3.43,2.99,3.05,3.13,3.13,8.63,74.51,2.61,3738756000.0,3738745390.0,0.92,1.23,11.15,34.84
242,832471,美邦科技,15.42,5.11,0.75,24667.0,38007481.18,7.98,15.83,14.66,14.97,14.67,1.04,4.65,149.63,2.34,1282944000.0,817731960.0,-0.26,-0.26,15.33,26.91
243,000720,新能泰山,3.31,5.08,0.16,686505.0,229918524.79,9.84,3.47,3.16,3.25,3.15,7.11,5.46,64.06,1.75,4159119500.0,4159119500.0,0.0,-0.3,10.33,1.85
244,002650,ST加加,5.61,5.06,0.27,62040.0,34351739.82,3.93,5.61,5.4,5.49,5.34,1.44,0.54,107.16,3.42,6462721122.0,6462510747.0,0.0,0.0,22.22,18.6
245,603118,共进股份,8.93,5.06,0.43,332807.0,296167769.0,5.06,9.02,8.59,8.6,8.5,3.32,4.23,78.82,1.41,7030378306.0,7030378306.0,0.11,0.0,-12.71,0.34
246,301024,霍普股份,26.94,5.03,1.29,12614.0,34134743.0,7.68,27.7,25.73,26.0,25.65,3.17,2.1,-48.53,4.05,1712979900.0,1622057400.0,0.34,0.34,25.3,13.19
247,300094,国联水产,3.34,5.03,0.16,400695.0,132474945.38,3.77,3.36,3.24,3.26,3.18,2.16,3.62,156.26,2.05,3768078625.0,3692428113.0,0.3,0.3,-7.73,-11.87
248,603682,锦和商管,5.44,5.02,0.26,407491.0,227954387.0,6.76,5.7,5.35,5.41,5.18,2.01,8.62,11.92,2.65,2570400000.0,2570400000.0,-0.18,0.0,-2.33,-27.27
249,688357,建龙微纳,24.48,5.02,1.17,9411.0,22796246.0,6.39,24.67,23.18,23.31,23.31,2.85,0.94,24.1,1.44,2449431615.0,2449431615.0,0.37,0.25,10.02,11.63
250,002701,奥瑞金,5.45,5.01,0.26,650435.0,348265949.22,5.59,5.49,5.2,5.29,5.19,4.86,2.54,5.25,1.44,13950694556.0,13937861397.0,0.0,0.0,8.57,-3.88
251,002876,三利谱,25.36,5.01,1.21,45508.0,114182672.5,6.63,25.6,24.0,24.0,24.15,3.42,3.06,37.2,1.86,4409721876.0,3777357038.0,-0.2,-0.28,-8.84,-1.17
252,688293,奥浦迈,42.11,5.01,2.01,4215.0,17272418.0,6.96,42.3,39.51,40.18,40.1,1.45,0.54,81.5,2.26,4781538031.0,3259705960.0,-0.09,0.0,7.53,15.43
253,002289,ST宇顺,9.01,5.01,0.43,41977.0,37820478.16,0.47,9.01,8.97,9.01,8.58,0.68,1.62,-121.77,10.87,2525086134.0,2332217173.0,0.0,0.0,138.99,153.09
254,300450,先导智能,19.31,5.0,0.92,188965.0,361832785.15,5.0,19.5,18.58,18.59,18.39,3.31,1.21,20.7,2.52,30242608187.0,30112421692.0,-0.05,0.36,-2.87,-3.55
255,603268,*ST松发,35.37,4.99,1.68,25023.0,85270425.0,9.91,35.37,32.03,32.05,33.69,1.91,2.02,-57.3,2902.78,4391850456.0,4391850456.0,0.0,0.0,-8.65,-10.82
256,300888,稳健医疗,50.92,4.99,2.42,49592.0,248692710.27,5.05,51.0,48.55,48.96,48.5,2.14,2.83,29.82,2.6,29652233823.0,8936749277.0,-0.16,0.08,26.6,21.01
257,300839,博汇股份,8.42,4.99,0.4,45187.0,37242338.71,7.98,8.43,7.79,8.08,8.02,1.86,1.89,-10.85,6.14,2066952782.0,2017248234.0,0.48,0.48,14.25,16.78
258,301186,超达装备,39.86,4.98,1.89,10509.0,41435720.75,6.14,40.18,37.85,38.0,37.97,2.41,1.41,31.81,2.1,3171644296.0,2963961977.0,0.15,0.13,-6.65,-0.08
259,002052,*ST同洲,8.43,4.98,0.4,189925.0,158537377.47,3.86,8.43,8.12,8.19,8.03,3.15,2.63,12.51,29.54,6288440220.0,6095602436.0,0.0,0.0,38.42,35.53
260,832089,禾昌聚合,16.22,4.98,0.77,42562.0,68708662.5,7.96,16.48,15.25,15.25,15.45,1.35,4.55,18.05,2.12,2443834960.0,1516583284.0,-0.37,-0.25,35.17,43.92
261,832982,锦波生物,394.88,4.97,18.68,6254.0,242361999.5,6.11,395.0,372.0,372.0,376.2,1.17,1.36,51.85,20.51,34951539584.0,18121469670.0,0.27,0.52,76.6,90.76
262,688386,泛亚微透,57.24,4.97,2.71,15378.0,86341291.0,6.42,57.5,54.0,54.0,54.53,0.86,2.2,39.26,5.5,4006800000.0,4006800000.0,0.28,0.56,74.19,89.41
263,837663,明阳科技,27.05,4.97,1.28,18568.0,49962959.78,7.53,27.49,25.55,25.94,25.77,1.37,3.81,35.18,7.02,2791560000.0,1317616888.0,-0.11,0.19,67.49,87.59
264,603110,东方材料,17.94,4.97,0.85,282736.0,493861523.0,8.54,18.16,16.7,16.91,17.09,1.51,14.05,305.91,5.11,3610007572.0,3610007572.0,0.11,0.0,26.87,24.58
265,301069,凯盛新材,16.67,4.97,0.79,204116.0,341487034.14,9.13,17.25,15.8,15.9,15.88,4.0,5.21,57.16,4.71,7012087770.0,6533992170.0,0.54,0.66,11.13,12.48
266,603159,上海亚虹,14.18,4.96,0.67,30679.0,43772505.0,10.36,14.77,13.37,13.37,13.51,5.16,2.19,68.13,3.86,1985200000.0,1985200000.0,-0.28,-0.14,-7.2,-8.63
267,002602,ST华通,7.4,4.96,0.35,319803.0,236653901.8,0.0,7.4,7.4,7.4,7.05,0.69,0.46,10.21,2.05,55148921563.0,50902441220.0,0.0,0.0,51.64,43.97
268,301081,严牌股份,9.74,4.96,0.46,18252.0,17641516.72,5.17,9.78,9.3,9.3,9.28,2.19,0.92,41.52,2.03,2030961677.0,1941081249.0,0.0,0.1,7.62,14.86
269,833751,惠同新材,16.36,4.94,0.77,26074.0,42720230.32,6.99,16.7,15.61,15.9,15.59,1.33,3.14,33.07,3.62,1419720800.0,1358978165.0,0.0,0.06,25.94,34.65
270,002200,*ST交投,7.43,4.94,0.35,164056.0,121893578.28,0.0,7.43,7.43,7.43,7.08,21.0,8.91,-310.38,-31.36,1368107373.0,1368107373.0,0.0,0.0,39.66,23.01
271,300644,南京聚隆,26.11,4.94,1.23,158504.0,415877464.62,10.77,27.15,24.47,24.47,24.88,3.95,17.95,23.51,3.09,2870918784.0,2305645900.0,0.58,0.69,15.43,19.44
272,600429,三元股份,4.46,4.94,0.21,476252.0,216268208.0,8.71,4.68,4.31,4.33,4.25,3.23,3.18,19.16,1.33,6730925152.0,6679106120.0,0.0,-0.22,9.31,1.36
273,002527,新时达,13.63,4.93,0.64,250515.0,332465267.6,7.01,13.7,12.79,12.92,12.99,2.31,4.73,-277.84,7.3,9037525396.0,7211262700.0,0.0,-0.15,38.38,55.24
274,002789,*ST建艺,6.6,4.93,0.31,66103.0,42830888.1,5.09,6.6,6.28,6.28,6.29,1.21,5.03,-1.27,-1.31,1053515192.0,867766588.0,0.0,0.0,-0.15,-27.87
